HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID
HGNC:8440	OR7E64P		
HGNC:8441	OR7E65		
HGNC:8442	OR7E66P	26614	ENSG00000243674
HGNC:8443	OR7E67P		
HGNC:8444	OR7E68P		
HGNC:8445	OR7E69P		
HGNC:8447	OR7E70P		
HGNC:8448	OR7E71P		
HGNC:8449	OR7E72P		
HGNC:8450	OR7E73P		
HGNC:8451	OR7E74P		
HGNC:8452	OR7E75P		
HGNC:8453	OR7E76		
HGNC:8454	OR7E77P		
HGNC:8455	OR7E78P		
HGNC:8456	OR7E79P		
HGNC:15099	OR7E80P		
HGNC:15442	OR7E81P		
HGNC:14688	OR7E83P	391630	ENSG00000249866
HGNC:14690	OR7E84P	390288	ENSG00000284689
HGNC:55114	OR7E85BP	650293	ENSG00000197468
HGNC:14692	OR7E85P	442105	ENSG00000250884
HGNC:14694	OR7E86P	442104	ENSG00000248364
HGNC:14709	OR7E87P	8586	ENSG00000184055
HGNC:14717	OR7E88P		
HGNC:14730	OR7E89P	79540	ENSG00000243792
HGNC:14733	OR7E90P	79537	ENSG00000188668
HGNC:14747	OR7E91P	79315	ENSG00000205847
HGNC:14775	OR7E92P		
HGNC:14780	OR7E93P	79282	ENSG00000228963
HGNC:14789	OR7E94P	79273	ENSG00000249646
HGNC:14802	OR7E95P		
HGNC:14815	OR7E96P	401450	ENSG00000227013
HGNC:14834	OR7E97P	79492	ENSG00000179170
HGNC:15400	OR7E98P		
HGNC:15059	OR7E99P	81419	ENSG00000250710
HGNC:15048	OR7E100P	81430	ENSG00000242525
HGNC:15342	OR7E101P	81138	ENSG00000227019
HGNC:15043	OR7E102P	400984	ENSG00000168992
HGNC:19587	OR7E103P	282754	ENSG00000198787
HGNC:15343	OR7E104P	81137	ENSG00000219926
HGNC:15364	OR7E105P	81116	ENSG00000258423
HGNC:15365	OR7E106P	81115	ENSG00000258550
HGNC:15044	OR7E107P		
HGNC:15117	OR7E108P	81363	ENSG00000270432
HGNC:15118	OR7E109P	401540	ENSG00000236316
HGNC:15126	OR7E110P	81354	ENSG00000235623
HGNC:55115	OR7E111FP	100288392	ENSG00000250804
HGNC:15344	OR7E111P	81136	ENSG00000231667
HGNC:15119	OR7E112P		
HGNC:15120	OR7E113P		
HGNC:15121	OR7E114P		
HGNC:15127	OR7E115P	81353	ENSG00000182531
HGNC:15122	OR7E116P	81358	ENSG00000225072
HGNC:15303	OR7E117P	399857	ENSG00000238161
HGNC:15092	OR7E118P		
HGNC:15438	OR7E119P		
HGNC:15439	OR7E120		
HGNC:15049	OR7E121P	402133	ENSG00000244222
HGNC:15050	OR7E122P	81428	ENSG00000215160
HGNC:15440	OR7E123P		
HGNC:15441	OR7E124P		
HGNC:15098	OR7E125P	389616	ENSG00000177306
HGNC:15304	OR7E126P	81176	ENSG00000254593
HGNC:15051	OR7E127P		
HGNC:15305	OR7E128P	81175	ENSG00000228915
HGNC:15052	OR7E129P	391576	ENSG00000180770
HGNC:15053	OR7E130P	389144	ENSG00000234458
HGNC:15054	OR7E131P		
HGNC:15055	OR7E132P		
HGNC:19641	OR7E133P		
HGNC:19553	OR7E134P		
HGNC:19555	OR7E135P		
HGNC:19557	OR7E136P	155340	ENSG00000205897
HGNC:19558	OR7E137P		
HGNC:19559	OR7E138P		
HGNC:19560	OR7E139P		
HGNC:19561	OR7E140P	344729	ENSG00000238152
HGNC:19643	OR7E141P		
HGNC:19644	OR7E142P		
HGNC:19586	OR7E143P		
HGNC:19617	OR7E144P		
HGNC:19618	OR7E145P	390215	ENSG00000235855
HGNC:19588	OR7E147P		
HGNC:19642	OR7E148P	282801	ENSG00000214487
HGNC:19589	OR7E149P	282756	ENSG00000177586
HGNC:19626	OR7E150P		
HGNC:19595	OR7E151P		
HGNC:31309	OR7E154P	403296	ENSG00000254715
HGNC:31310	OR7E155P	403297	ENSG00000234655
HGNC:31311	OR7E156P	283491	ENSG00000274052
HGNC:31231	OR7E157P	403219	ENSG00000233176
HGNC:31232	OR7E158P	392194	ENSG00000254948
HGNC:31312	OR7E159P	403299	ENSG00000258849
HGNC:31233	OR7E160P	402333	
HGNC:31234	OR7E161P	389626	ENSG00000206014
HGNC:28374	OR7E162P	442101	ENSG00000234386
HGNC:45040	OR7E163P	100131415	ENSG00000251166
HGNC:8460	OR7F2P		
HGNC:8461	OR7F3P		
HGNC:8462	OR7F4P		
HGNC:8463	OR7F5P		
HGNC:8464	OR7F6P		
HGNC:8465	OR7G1	125962	ENSG00000161807
HGNC:8466	OR7G2	390882	ENSG00000170923
HGNC:8467	OR7G3	390883	ENSG00000170920
HGNC:31313	OR7G15P	403300	ENSG00000275787
HGNC:8468	OR7H1P	390886	ENSG00000226480
HGNC:31314	OR7H2P	403301	ENSG00000251261
HGNC:15366	OR7K1P	81114	ENSG00000258275
HGNC:14827	OR7L1P	79499	ENSG00000232787
HGNC:15128	OR7M1P	81352	ENSG00000273336
HGNC:8469	OR8A1	390275	ENSG00000196119
HGNC:15306	OR8A2P	390273	ENSG00000255510
HGNC:31315	OR8A3P	403302	ENSG00000255315
HGNC:8470	OR8B1P	8582	ENSG00000227737
HGNC:8471	OR8B2	26595	ENSG00000284680
HGNC:8472	OR8B3	390271	ENSG00000284609
HGNC:8473	OR8B4	283162	ENSG00000280090
HGNC:8474	OR8B5P	26592	ENSG00000255030
HGNC:8475	OR8B6P	26591	ENSG00000255225
HGNC:8476	OR8B7P	26590	ENSG00000254976
HGNC:8477	OR8B8	26493	ENSG00000197125
HGNC:14746	OR8B9P	79316	ENSG00000229386
HGNC:14751	OR8B10P	390274	ENSG00000254646
HGNC:15377	OR8B11P		
HGNC:15307	OR8B12	219858	ENSG00000170953
HGNC:19624	OR8B13P		
HGNC:8478	OR8C1P	8580	ENSG00000229254
HGNC:8479	OR8C3P		
HGNC:8480	OR8C4P		
HGNC:8481	OR8D1	283159	ENSG00000196341
HGNC:8482	OR8D2	283160	ENSG00000279116
HGNC:8483	OR8D3		
HGNC:14840	OR8D4	338662	ENSG00000181518
HGNC:14691	OR8F1P	390269	ENSG00000239426
HGNC:8484	OR8G1	26494	ENSG00000197849
HGNC:8485	OR8G2P	26492	ENSG00000181214
HGNC:14698	OR8G3P	387815	ENSG00000255425
HGNC:19621	OR8G4		
HGNC:19622	OR8G5	219865	ENSG00000255298
HGNC:19623	OR8G6		
HGNC:19625	OR8G7P	282786	ENSG00000276316
HGNC:14824	OR8H1	219469	ENSG00000181693
HGNC:15308	OR8H2	390151	ENSG00000181767
HGNC:15309	OR8H3	390152	ENSG00000181761
HGNC:14828	OR8I1P	79498	ENSG00000255461
HGNC:15310	OR8I2	120586	ENSG00000172154
HGNC:31316	OR8I4P	403303	ENSG00000254524
HGNC:14855	OR8J1	219477	ENSG00000172487
HGNC:15311	OR8J2	81169	ENSG00000254658
HGNC:15312	OR8J3	81168	ENSG00000167822
HGNC:14831	OR8K1	390157	ENSG00000150261
HGNC:14832	OR8K2P	79494	ENSG00000255134
HGNC:15313	OR8K3	219473	ENSG00000280314
HGNC:15314	OR8K4P	81166	ENSG00000254947
HGNC:15315	OR8K5	219453	ENSG00000181752
HGNC:15316	OR8L1P	81164	ENSG00000254903
HGNC:15060	OR8N1P		
HGNC:15317	OR8Q1P	81163	ENSG00000255341
HGNC:15318	OR8R1P	81162	ENSG00000256347
HGNC:19628	OR8S1	341568	ENSG00000284723
HGNC:31317	OR8S21P	403304	ENSG00000273434
HGNC:19630	OR8T1P	282791	ENSG00000226413
HGNC:19611	OR8U1	219417	ENSG00000172199
HGNC:14841	OR8U3	219479	ENSG00000279961
HGNC:27538	OR8U8	504189	
HGNC:29166	OR8U9	504190	
HGNC:19613	OR8V1P	282776	ENSG00000230213
HGNC:31318	OR8X1P	403305	ENSG00000255048
HGNC:8486	OR9A1P	26495	ENSG00000237621
HGNC:15093	OR9A2	135924	ENSG00000179468
HGNC:15094	OR9A3P	392106	ENSG00000240031
HGNC:15095	OR9A4	130075	ENSG00000258083
HGNC:19563	OR9A5P		
HGNC:19564	OR9A6P		
HGNC:15319	OR9G1	390174	ENSG00000174914
HGNC:15320	OR9G2P	81160	ENSG00000254825
HGNC:15321	OR9G3P	81159	ENSG00000181325
HGNC:15322	OR9G4	283189	ENSG00000172457
HGNC:15323	OR9G5		
HGNC:19609	OR9G6		
HGNC:31940	OR9G9	504191	
HGNC:15038	OR9H1P	81439	ENSG00000228336
HGNC:14718	OR9I1	219954	ENSG00000172377
HGNC:15324	OR9I2P	81156	ENSG00000186508
HGNC:15325	OR9I3P	81155	ENSG00000272685
HGNC:14720	OR9J1		
HGNC:15338	OR9K1P	121360	ENSG00000196534
HGNC:15339	OR9K2	441639	ENSG00000170605
HGNC:14761	OR9L1P	79301	ENSG00000255131
HGNC:15326	OR9L2P		
HGNC:15327	OR9M1P	81153	ENSG00000186124
HGNC:15096	OR9N1P	81383	ENSG00000244292
HGNC:15097	OR9P1P	81382	ENSG00000239293
HGNC:19552	OR9P2P		
HGNC:14724	OR9Q1	219956	ENSG00000186509
HGNC:15328	OR9Q2	219957	ENSG00000186513
HGNC:15340	OR9R1P	81140	ENSG00000224622
HGNC:31288	OR9S24P	403275	ENSG00000231278
HGNC:8160	OR10A1		
HGNC:8161	OR10A2	341276	ENSG00000170790
HGNC:8162	OR10A3	26496	ENSG00000170683
HGNC:15130	OR10A4	283297	ENSG00000170782
HGNC:15131	OR10A5	144124	ENSG00000166363
HGNC:15132	OR10A6	390093	ENSG00000279000
HGNC:15329	OR10A7	121364	ENSG00000179919
HGNC:14989	OR10AA1P	81487	ENSG00000180409
HGNC:14804	OR10AB1P	390091	ENSG00000176716
HGNC:14758	OR10AC1	392133	ENSG00000176510
HGNC:14819	OR10AD1	121275	ENSG00000172640
HGNC:14990	OR10AE1P	81486	ENSG00000271890
HGNC:19640	OR10AE2P		
HGNC:31235	OR10AE3P	403223	ENSG00000272837
HGNC:19606	OR10AF1P	282769	ENSG00000255416
HGNC:19607	OR10AG1	282770	ENSG00000174970
HGNC:19647	OR10AH1P	402246	ENSG00000272595
HGNC:31236	OR10AK1P	403224	ENSG00000254807
HGNC:8163	OR10B1P	401903	ENSG00000267961
HGNC:8164	OR10B2		
HGNC:8165	OR10C1	442194	ENSG00000206474
HGNC:15066	OR10C2		
HGNC:8166	OR10D1P	26541	ENSG00000196403
HGNC:8167	OR10D2P		
HGNC:8168	OR10D3	26497	ENSG00000197309
HGNC:14770	OR10D4P	390266	ENSG00000186268
HGNC:14838	OR10D5P	79488	ENSG00000213182
HGNC:15133	OR10D6P		
HGNC:8169	OR10G1P	26540	ENSG00000273586
HGNC:8170	OR10G2	26534	ENSG00000255582
HGNC:8171	OR10G3	26533	ENSG00000169208
HGNC:14809	OR10G4	390264	ENSG00000254737
HGNC:14811	OR10G5P	79515	ENSG00000226461
HGNC:14836	OR10G6	79490	ENSG00000198674
HGNC:14842	OR10G7	390265	ENSG00000182634
HGNC:14845	OR10G8	219869	ENSG00000234560
HGNC:15129	OR10G9	219870	ENSG00000236981
HGNC:19585	OR10G10P		
HGNC:8172	OR10H1	26539	ENSG00000186723
HGNC:8173	OR10H2	26538	ENSG00000171942
HGNC:8174	OR10H3	26532	ENSG00000171936
HGNC:15388	OR10H4	126541	ENSG00000176231
HGNC:15389	OR10H5	284433	ENSG00000172519
HGNC:8175	OR10J1	26476	ENSG00000196184
HGNC:14991	OR10J2P	391117	ENSG00000248642
HGNC:14992	OR10J3	441911	ENSG00000196266
HGNC:15408	OR10J4	391121	ENSG00000249730
HGNC:14993	OR10J5	127385	ENSG00000184155
HGNC:14994	OR10J6P	401973	ENSG00000158731
HGNC:19637	OR10J7P	391119	ENSG00000248442
HGNC:19638	OR10J8P	343409	ENSG00000251686
HGNC:19639	OR10J9P	391120	ENSG00000249197
HGNC:14693	OR10K1	391109	ENSG00000173285
HGNC:14826	OR10K2	391107	ENSG00000180708
HGNC:14689	OR10N1P	390267	ENSG00000213181
HGNC:15378	OR10P1	121130	ENSG00000175398
HGNC:15330	OR10P2P		
HGNC:15331	OR10P3P		
HGNC:15134	OR10Q1	219960	ENSG00000180475
HGNC:15135	OR10Q2P	81345	ENSG00000272900
HGNC:14813	OR10R1P	79513	ENSG00000227445
HGNC:14820	OR10R2	343406	ENSG00000198965
HGNC:14829	OR10R3P	391110	ENSG00000198703
HGNC:14807	OR10S1	219873	ENSG00000196248
HGNC:14812	OR10T1P	79514	ENSG00000203758
HGNC:14816	OR10T2	128360	ENSG00000186306
HGNC:15332	OR10U1P	390318	ENSG00000227423
HGNC:15136	OR10V1	390201	ENSG00000172289
HGNC:15137	OR10V2P	81343	ENSG00000255538
HGNC:15138	OR10V3P	81342	ENSG00000254743
HGNC:31237	OR10V7P	403225	
HGNC:15139	OR10W1	81341	ENSG00000172772
HGNC:14995	OR10X1	128367	ENSG00000279111
HGNC:15140	OR10Y1P	81340	ENSG00000254403
HGNC:14996	OR10Z1	128368	ENSG00000198967
HGNC:8176	OR11A1		ENSG00000204694
HGNC:15067	OR11A2		
HGNC:15345	OR11G1P	390438	ENSG00000258468
HGNC:15346	OR11G2	390439	ENSG00000196832
HGNC:15404	OR11H1	81061	ENSG00000130538
HGNC:14716	OR11H2	79334	ENSG00000258453
HGNC:15367	OR11H3P	81113	ENSG00000258721
HGNC:15347	OR11H4	390442	ENSG00000176198
HGNC:15348	OR11H5P	390440	ENSG00000258625
HGNC:15349	OR11H6	122748	ENSG00000176219
HGNC:15350	OR11H7	390441	ENSG00000258806
HGNC:19434	OR11H8P		
HGNC:30738	OR11H12	440153	ENSG00000257115
HGNC:29997	OR11H13P	440159	ENSG00000196143
HGNC:14997	OR11I1P	81479	ENSG00000232791
HGNC:15368	OR11I2P		
HGNC:15369	OR11J1P	81111	
HGNC:15370	OR11J2P	81110	ENSG00000258855
HGNC:31238	OR11J5P	403226	ENSG00000258494
HGNC:38588	OR11J6P	100288148	ENSG00000285405
HGNC:38589	OR11J7P	100288112	ENSG00000283524
HGNC:55117	OR11K1BP		ENSG00000259324
HGNC:15371	OR11K1P	81109	ENSG00000283680
HGNC:19635	OR11K2P	401742	ENSG00000258438
HGNC:14998	OR11L1	391189	ENSG00000197591
HGNC:15333	OR11M1P	121270	ENSG00000224709
HGNC:19582	OR11N1P	392540	ENSG00000185903
HGNC:19636	OR11P1P	282795	ENSG00000284742
HGNC:31239	OR11Q1P	403227	ENSG00000237650
HGNC:8177	OR12D1	26530	ENSG00000251608
HGNC:8178	OR12D2	26529	ENSG00000280236
HGNC:13963	OR12D3	81797	ENSG00000112462
HGNC:14772	OR13A1	79290	ENSG00000256574
HGNC:14699	OR13C1P	392377	ENSG00000235248
HGNC:14701	OR13C2	392376	ENSG00000276119
HGNC:14704	OR13C3	138803	ENSG00000204246
HGNC:14722	OR13C4	138804	ENSG00000148136
HGNC:15100	OR13C5	138799	ENSG00000277556
HGNC:15101	OR13C6P	392311	ENSG00000179443
HGNC:15102	OR13C7	81377	ENSG00000243641
HGNC:15103	OR13C8	138802	ENSG00000186943
HGNC:15104	OR13C9	286362	ENSG00000136839
HGNC:14695	OR13D1	286365	ENSG00000179055
HGNC:15105	OR13D2P	392375	ENSG00000237443
HGNC:15106	OR13D3P	402374	ENSG00000188712
HGNC:15107	OR13E1P	392308	ENSG00000236083
HGNC:15409	OR13E2		
HGNC:14723	OR13F1	138805	ENSG00000186881
HGNC:14999	OR13G1	441933	ENSG00000197437
HGNC:14755	OR13H1	347468	ENSG00000171054
HGNC:14732	OR13I1P	79538	ENSG00000273423
HGNC:19546	OR13I2P		
HGNC:15108	OR13J1	392309	ENSG00000168828
HGNC:14721	OR13K1P	402424	ENSG00000237225
HGNC:31240	OR13Z1P	403228	ENSG00000226653
HGNC:31241	OR13Z2P	403229	ENSG00000272443
HGNC:31242	OR13Z3P	403230	ENSG00000272480
HGNC:15024	OR14A2	388761	ENSG00000241128
HGNC:15022	OR14A16	284532	ENSG00000196772
HGNC:15026	OR14C36	127066	ENSG00000177174
HGNC:19575	OR14I1	401994	ENSG00000189181
HGNC:13971	OR14J1	442191	ENSG00000204695
HGNC:15025	OR14K1	343170	ENSG00000153230
HGNC:15023	OR14L1P	127617	ENSG00000198452
HGNC:8228	OR20A1P		
HGNC:8316	OR51A1P	26537	ENSG00000176752
HGNC:14764	OR51A2	401667	ENSG00000205496
HGNC:14794	OR51A3P	79532	ENSG00000227023
HGNC:14795	OR51A4	401666	ENSG00000205497
HGNC:14801	OR51A5P	79525	ENSG00000225003
HGNC:15187	OR51A6P	390046	ENSG00000197023
HGNC:15188	OR51A7	119687	ENSG00000176895
HGNC:15189	OR51A8P	401662	ENSG00000197984
HGNC:15190	OR51A9P	390039	ENSG00000180723
HGNC:15185	OR51A10P	81295	ENSG00000230484
HGNC:15186	OR51A11P		
HGNC:19598	OR51A12		
HGNC:19602	OR51A13		
HGNC:31278	OR51AB1P	403265	ENSG00000229093
HGNC:8317	OR51B1P		
HGNC:14703	OR51B2	79345	ENSG00000279012
HGNC:14706	OR51B3P	79342	ENSG00000223735
HGNC:14708	OR51B4	79339	ENSG00000183251
HGNC:19599	OR51B5	282763	ENSG00000167355
HGNC:19600	OR51B6	390058	ENSG00000176239
HGNC:31279	OR51B8P	403266	ENSG00000236359
HGNC:15191	OR51C1P	401661	ENSG00000197674
HGNC:15427	OR51C2P		
HGNC:15192	OR51C3P		
HGNC:31280	OR51C4P	390041	ENSG00000272664
HGNC:15193	OR51D1	390038	ENSG00000197428
HGNC:15194	OR51E1	143503	ENSG00000180785
HGNC:15195	OR51E2	81285	ENSG00000167332
HGNC:15428	OR51E3P		
HGNC:15196	OR51F1	256892	ENSG00000280021
HGNC:15197	OR51F2	119694	ENSG00000176925
HGNC:31281	OR51F3P	390043	ENSG00000272559
HGNC:31282	OR51F4P	390044	ENSG00000273051
HGNC:31283	OR51F5P	390040	ENSG00000272634
HGNC:14738	OR51G1	79324	ENSG00000278870
HGNC:15198	OR51G2	81282	ENSG00000176893
HGNC:19549	OR51G3P		
HGNC:14833	OR51H1	401663	ENSG00000176904
HGNC:15199	OR51H2P	401664	ENSG00000198217
HGNC:15200	OR51I1	390063	ENSG00000167359
HGNC:15201	OR51I2	390064	ENSG00000187918
HGNC:14856	OR51J1	79470	ENSG00000184321
HGNC:19601	OR51J2		
HGNC:15202	OR51K1P	81278	ENSG00000248424
HGNC:14759	OR51L1	119682	ENSG00000176798
HGNC:14847	OR51M1	390059	ENSG00000184698
HGNC:14757	OR51N1P	119696	ENSG00000176951
HGNC:14762	OR51P1P	79300	ENSG00000224300
HGNC:19548	OR51P2P		
HGNC:14851	OR51Q1	390061	ENSG00000167360
HGNC:15203	OR51R1P	390034	ENSG00000237272
HGNC:15204	OR51S1	119692	ENSG00000176922
HGNC:15205	OR51T1	401665	ENSG00000176900
HGNC:19597	OR51V1	283111	ENSG00000176742
HGNC:8318	OR52A1	23538	ENSG00000182070
HGNC:15429	OR52A2		
HGNC:15430	OR52A3P		
HGNC:19579	OR52A4P	390053	ENSG00000205494
HGNC:19580	OR52A5	390054	ENSG00000171944
HGNC:15206	OR52B1P	81274	ENSG00000180909
HGNC:15207	OR52B2	255725	ENSG00000255307
HGNC:15208	OR52B3P	387747	ENSG00000175800
HGNC:15209	OR52B4	143496	ENSG00000221996
HGNC:15210	OR52B5P	81270	ENSG00000231049
HGNC:15211	OR52B6	340980	ENSG00000187747
HGNC:15212	OR52D1	390066	ENSG00000181609
HGNC:14766	OR52E1	79296	ENSG00000273085
HGNC:14769	OR52E2	119678	ENSG00000176787
HGNC:14793	OR52E3P	79533	ENSG00000226157
HGNC:15213	OR52E4	390081	ENSG00000180974
HGNC:15214	OR52E5	390082	ENSG00000277932
HGNC:15215	OR52E6	390078	ENSG00000205409
HGNC:15216	OR52E7P	81264	ENSG00000233563
HGNC:15217	OR52E8	390079	ENSG00000183269
HGNC:15218	OR52H1	390067	ENSG00000181616
HGNC:15219	OR52H2P	81261	ENSG00000248553
HGNC:15220	OR52I1	390037	ENSG00000232268
HGNC:15221	OR52I2	143502	ENSG00000226288
HGNC:14760	OR52J1P	79302	ENSG00000203560
HGNC:14797	OR52J2P	79529	ENSG00000230261
HGNC:14799	OR52J3	119679	ENSG00000205495
HGNC:19581	OR52J4P		
HGNC:15222	OR52K1	390036	ENSG00000196778
HGNC:15223	OR52K2	119774	ENSG00000181963
HGNC:15224	OR52K3P	390035	ENSG00000225101
HGNC:14785	OR52L1	338751	ENSG00000183313
HGNC:14788	OR52L2P	79274	ENSG00000262980
HGNC:15225	OR52M1	119772	ENSG00000197790
HGNC:15226	OR52M2P	338637	ENSG00000226616
HGNC:15227	OR52M3P		
HGNC:19556	OR52M4		
HGNC:14853	OR52N1	79473	ENSG00000181001
HGNC:15228	OR52N2	390077	ENSG00000180988
HGNC:15229	OR52N3P	81251	ENSG00000236965
HGNC:15230	OR52N4	390072	ENSG00000181074
HGNC:15231	OR52N5	390075	ENSG00000181009
HGNC:15232	OR52P1P	81248	ENSG00000181109
HGNC:15233	OR52P2P	119775	ENSG00000171999
HGNC:15234	OR52Q1P	81246	ENSG00000277514
HGNC:15235	OR52R1	119695	ENSG00000279270
HGNC:14805	OR52S1P	79521	ENSG00000237354
HGNC:15236	OR52T1P	81244	ENSG00000233646
HGNC:15237	OR52U1P	81243	ENSG00000232381
HGNC:15238	OR52V1P	81242	ENSG00000249633
HGNC:15239	OR52W1	120787	ENSG00000175485
HGNC:14790	OR52X1P	79272	ENSG00000234895
HGNC:15240	OR52Y1P	81240	ENSG00000231070
HGNC:19547	OR52Y2P		
HGNC:19596	OR52Z1	283110	ENSG00000176748
HGNC:15241	OR55B1P	390030	ENSG00000231548
HGNC:19603	OR55B2P		
HGNC:15242	OR55C1P		
HGNC:14781	OR56A1	120796	ENSG00000180934
HGNC:14782	OR56A2P		
HGNC:14786	OR56A3	390083	ENSG00000184478
HGNC:14791	OR56A4	120793	ENSG00000183389
HGNC:14792	OR56A5	390084	ENSG00000188691
HGNC:15243	OR56A6		
HGNC:15244	OR56A7P	81236	ENSG00000255481
HGNC:15245	OR56B1	387748	ENSG00000181023
HGNC:15246	OR56B2P	390073	ENSG00000181017
HGNC:15247	OR56B3P	401675	ENSG00000180913
HGNC:15248	OR56B4	196335	ENSG00000180919
HGNC:25896	ORAI1	84876	ENSG00000276045
HGNC:21667	ORAI2	80228	ENSG00000160991
HGNC:28185	ORAI3	93129	ENSG00000175938
HGNC:39203	ORAOV1P1		ENSG00000251008
HGNC:8487	ORC1	4998	ENSG00000085840
HGNC:54921	ORC1P1	340569	ENSG00000224589
HGNC:8488	ORC2	4999	ENSG00000115942
HGNC:8489	ORC3	23595	ENSG00000135336
HGNC:8490	ORC4	5000	ENSG00000115947
HGNC:8491	ORC5	5001	ENSG00000164815
HGNC:17151	ORC6	23594	ENSG00000091651
HGNC:8492	ORCTL2		
HGNC:8493	ORCTL2S		
HGNC:8498	ORM1	5004	ENSG00000229314
HGNC:8499	ORM2	5005	ENSG00000228278
HGNC:16036	ORMDL1	94101	ENSG00000128699
HGNC:16037	ORMDL2	29095	ENSG00000123353
HGNC:16038	ORMDL3	94103	ENSG00000172057
HGNC:8500	ORNT1		
HGNC:8501	ORW1		
HGNC:8502	ORW2		
HGNC:16994	OS9	10956	ENSG00000135506
HGNC:8503	OSBP	5007	ENSG00000110048
HGNC:8504	OSBP2	23762	ENSG00000184792
HGNC:16398	OSBPL1A	114876	ENSG00000141447
HGNC:16399	OSBPL1B		
HGNC:15761	OSBPL2	9885	ENSG00000130703
HGNC:16370	OSBPL3	26031	ENSG00000070882
HGNC:16392	OSBPL5	114879	ENSG00000021762
HGNC:16388	OSBPL6	114880	ENSG00000079156
HGNC:16387	OSBPL7	114881	ENSG00000006025
HGNC:16396	OSBPL8	114882	ENSG00000091039
HGNC:16386	OSBPL9	114883	ENSG00000117859
HGNC:48731	OSBPL9P1	100130821	ENSG00000271389
HGNC:48732	OSBPL9P2	100130038	ENSG00000254677
HGNC:48733	OSBPL9P3	100420591	ENSG00000255070
HGNC:48734	OSBPL9P4	100498661	ENSG00000256420
HGNC:48735	OSBPL9P5		ENSG00000256285
HGNC:48736	OSBPL9P6	100533673	
HGNC:16395	OSBPL10	114884	ENSG00000144645
HGNC:40767	OSBPL10-AS1		ENSG00000232490
HGNC:16397	OSBPL11	114885	ENSG00000144909
HGNC:29960	OSCAR	126014	ENSG00000170909
HGNC:29971	OSCP1	127700	ENSG00000116885
HGNC:16105	OSER1	51526	ENSG00000132823
HGNC:48585	OSER1-DT	100505783	ENSG00000223891
HGNC:18028	OSGEP	55644	ENSG00000092094
HGNC:23075	OSGEPL1	64172	ENSG00000128694
HGNC:41009	OSGEPL1-AS1		ENSG00000253559
HGNC:30093	OSGIN1	29948	ENSG00000140961
HGNC:1355	OSGIN2	734	ENSG00000164823
HGNC:8505	OSIL		
HGNC:8506	OSM	5008	ENSG00000099985
HGNC:8507	OSMR	9180	ENSG00000145623
HGNC:50296	OSMR-AS1	101929768	ENSG00000249740
HGNC:8111	OSR1	130497	ENSG00000143867
HGNC:15830	OSR2	116039	ENSG00000164920
HGNC:8509	OSRC		
HGNC:32483	OST4	100128731	ENSG00000228474
HGNC:24448	OSTC	58505	ENSG00000198856
HGNC:30530	OSTCP1	202459	ENSG00000243775
HGNC:42864	OSTCP2	646567	ENSG00000225294
HGNC:42865	OSTCP3	646557	ENSG00000269608
HGNC:42866	OSTCP4	645264	ENSG00000220924
HGNC:42867	OSTCP5		ENSG00000234315
HGNC:42868	OSTCP6		ENSG00000219790
HGNC:42870	OSTCP7		
HGNC:42869	OSTCP8		ENSG00000226801
HGNC:8510	OSTF1	26578	ENSG00000134996
HGNC:31439	OSTF1P1	386654	ENSG00000258244
HGNC:21652	OSTM1	28962	ENSG00000081087
HGNC:43666	OSTM1-AS1	100287366	ENSG00000225174
HGNC:29961	OSTN	344901	ENSG00000188729
HGNC:41250	OSTN-AS1		ENSG00000233308
HGNC:8511	OT		
HGNC:8512	OTC	5009	ENSG00000036473
HGNC:8513	OTF3		
HGNC:14519	OTM		
HGNC:16378	OTOA	146183	ENSG00000155719
HGNC:53869	OTOAP1	653786	ENSG00000257838
HGNC:8515	OTOF	9381	ENSG00000115155
HGNC:8516	OTOG	340990	ENSG00000188162
HGNC:26901	OTOGL	283310	ENSG00000165899
HGNC:34071	OTOL1	131149	ENSG00000182447
HGNC:19656	OTOP1	133060	ENSG00000163982
HGNC:19657	OTOP2	92736	ENSG00000183034
HGNC:19658	OTOP3	347741	ENSG00000182938
HGNC:8517	OTOR	56914	ENSG00000125879
HGNC:22644	OTOS	150677	ENSG00000178602
HGNC:8518	OTP	23440	ENSG00000171540
HGNC:8519	OTSC1		
HGNC:8520	OTSC2		
HGNC:17831	OTSC3		
HGNC:19981	OTSC4		
HGNC:20238	OTSC5		
HGNC:20375	OTSC6		
HGNC:31084	OTSC7		
HGNC:32939	OTSC8		
HGNC:35457	OTSC9		
HGNC:38512	OTSC10		
HGNC:23077	OTUB1	55611	ENSG00000167770
HGNC:20351	OTUB2	78990	ENSG00000089723
HGNC:27346	OTUD1	220213	ENSG00000165312
HGNC:29038	OTUD3	23252	ENSG00000169914
HGNC:24949	OTUD4	54726	ENSG00000164164
HGNC:33912	OTUD4P1	360227	ENSG00000118976
HGNC:25402	OTUD5	55593	ENSG00000068308
HGNC:32312	OTUD6A	139562	ENSG00000189401
HGNC:24281	OTUD6B	51633	ENSG00000155100
HGNC:50466	OTUD6B-AS1	100506365	ENSG00000253738
HGNC:20718	OTUD7A	161725	ENSG00000169918
HGNC:16683	OTUD7B	56957	ENSG00000264522
HGNC:25118	OTULIN	90268	ENSG00000154124
HGNC:55368	OTULIN-DT	728178	ENSG00000261360
HGNC:25629	OTULINL	54491	ENSG00000145569
