HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID
HGNC:8521	OTX1	5013	ENSG00000115507
HGNC:8522	OTX2	5015	ENSG00000165588
HGNC:43906	OTX2-AS1	100309464	ENSG00000248550
HGNC:33281	OTX2P1	100033409	ENSG00000234644
HGNC:54560	OTX2P2	100419816	ENSG00000227134
HGNC:49422	OVAAL	148756	ENSG00000236719
HGNC:24203	OVCA2	124641	ENSG00000262664
HGNC:23080	OVCH1	341350	ENSG00000187950
HGNC:44484	OVCH1-AS1	101055625	ENSG00000257599
HGNC:29970	OVCH2	341277	ENSG00000183378
HGNC:8523	OVD1A		
HGNC:8524	OVGP1	5016	ENSG00000085465
HGNC:8525	OVOL1	5017	ENSG00000172818
HGNC:49319	OVOL1-AS1	101927828	ENSG00000255120
HGNC:15804	OVOL2	58495	ENSG00000125850
HGNC:14186	OVOL3	728361	ENSG00000105261
HGNC:8526	OXA1L	5018	ENSG00000155463
HGNC:8527	OXCT1	5019	ENSG00000083720
HGNC:40423	OXCT1-AS1	100874002	ENSG00000248668
HGNC:18606	OXCT2	64064	ENSG00000198754
HGNC:21627	OXCT2P1	192217	ENSG00000237624
HGNC:24884	OXER1	165140	ENSG00000162881
HGNC:4531	OXGR1	27199	ENSG00000165621
HGNC:27901	OXLD1	339229	ENSG00000204237
HGNC:25128	OXNAD1	92106	ENSG00000154814
HGNC:15822	OXR1	55074	ENSG00000164830
HGNC:26063	OXSM	54995	ENSG00000151093
HGNC:8508	OXSR1	9943	ENSG00000172939
HGNC:8528	OXT	5020	ENSG00000101405
HGNC:8529	OXTR	5021	ENSG00000180914
HGNC:8530	P		
HGNC:8531	P1		
HGNC:8533	P2RX1	5023	ENSG00000108405
HGNC:15459	P2RX2		ENSG00000187848
HGNC:8534	P2RX3	5024	ENSG00000109991
HGNC:8535	P2RX4	5025	ENSG00000135124
HGNC:8536	P2RX5	5026	ENSG00000083454
HGNC:49191	P2RX5-TAX1BP3	100533970	ENSG00000257950
HGNC:8538	P2RX6	9127	ENSG00000099957
HGNC:34076	P2RX6P	440799	ENSG00000206145
HGNC:8537	P2RX7	5027	ENSG00000089041
HGNC:8539	P2RY1	5028	ENSG00000169860
HGNC:8541	P2RY2	5029	ENSG00000175591
HGNC:8542	P2RY4	5030	ENSG00000186912
HGNC:8543	P2RY6	5031	ENSG00000171631
HGNC:8544	P2RY7		
HGNC:15524	P2RY8	286530	ENSG00000182162
HGNC:19906	P2RY10	27334	ENSG00000078589
HGNC:32924	P2RY10BP	449518	ENSG00000232168
HGNC:19063	P2RY10P1	654813	
HGNC:8540	P2RY11	5032	ENSG00000244165
HGNC:18124	P2RY12		ENSG00000169313
HGNC:4537	P2RY13	53829	ENSG00000181631
HGNC:16442	P2RY14	9934	ENSG00000174944
HGNC:19316	P3H1	64175	ENSG00000117385
HGNC:19317	P3H2	55214	ENSG00000090530
HGNC:40886	P3H2-AS1		ENSG00000225764
HGNC:19318	P3H3	10536	ENSG00000110811
HGNC:16946	P3H4	10609	ENSG00000141696
HGNC:53451	P3R3URF	110117498	ENSG00000250719
HGNC:54999	P3R3URF-PIK3R3	110117499	ENSG00000278139
HGNC:8545	P4HA		
HGNC:8546	P4HA1	5033	ENSG00000122884
HGNC:8547	P4HA2	8974	ENSG00000072682
HGNC:43560	P4HA2-AS1		ENSG00000237714
HGNC:30135	P4HA3	283208	ENSG00000149380
HGNC:53160	P4HA3-AS1	101928580	ENSG00000246211
HGNC:8548	P4HB	5034	ENSG00000185624
HGNC:28858	P4HTM	54681	ENSG00000178467
HGNC:8532	P200		
HGNC:8550	PA2G4	5036	ENSG00000170515
HGNC:8551	PA2G4P1	389884	ENSG00000237828
HGNC:16531	PA2G4P2	170533	ENSG00000235698
HGNC:31731	PA2G4P3	619212	ENSG00000263405
HGNC:32217	PA2G4P4	647033	ENSG00000230457
HGNC:32218	PA2G4P5	389424	ENSG00000225580
HGNC:32219	PA2G4P6	646083	ENSG00000231799
HGNC:25687	PAAF1	80227	ENSG00000175575
HGNC:8552	PAB1		
HGNC:23490	PABIR1	116224	ENSG00000187866
HGNC:30490	PABIR2	159090	ENSG00000156504
HGNC:25202	PABIR3	159091	ENSG00000156500
HGNC:8553	PABP2		
HGNC:8554	PABPC1	26986	ENSG00000070756
HGNC:15797	PABPC1L	80336	ENSG00000101104
HGNC:27989	PABPC1L2A	340529	ENSG00000186288
HGNC:31852	PABPC1L2B	645974	ENSG00000184388
HGNC:50345	PABPC1L2B-AS1	101928345	ENSG00000226725
HGNC:8558	PABPC1P1	26980	ENSG00000231707
HGNC:8559	PABPC1P2	728773	ENSG00000198526
HGNC:8560	PABPC1P3	26978	ENSG00000230673
HGNC:8563	PABPC1P4	341315	ENSG00000255642
HGNC:37985	PABPC1P5	100131374	ENSG00000270455
HGNC:37986	PABPC1P6	100128696	ENSG00000227497
HGNC:37987	PABPC1P7	100128183	ENSG00000250651
HGNC:37988	PABPC1P8	100132766	ENSG00000228755
HGNC:37991	PABPC1P9	100130338	ENSG00000229658
HGNC:37992	PABPC1P10	285314	ENSG00000239443
HGNC:37993	PABPC1P11		ENSG00000228810
HGNC:37994	PABPC1P12	100129604	ENSG00000225638
HGNC:37995	PABPC1P13	644758	ENSG00000260307
HGNC:8555	PABPC2		
HGNC:8556	PABPC3	5042	ENSG00000151846
HGNC:8557	PABPC4	8761	ENSG00000090621
HGNC:40424	PABPC4-AS1	101929516	ENSG00000228060
HGNC:31955	PABPC4L	132430	ENSG00000254535
HGNC:13629	PABPC5	140886	ENSG00000174740
HGNC:31845	PABPC5-AS1	102724167	ENSG00000234161
HGNC:8561	PABPCP4		
HGNC:8562	PABPL1		
HGNC:8564	PABPL3		
HGNC:8565	PABPN1	8106	ENSG00000100836
HGNC:37237	PABPN1L	390748	ENSG00000205022
HGNC:54988	PABPN1P1	100420758	ENSG00000213018
HGNC:54989	PABPN1P2	100420798	ENSG00000255875
HGNC:8566	PABX	5043	
HGNC:8567	PABY	5044	
HGNC:25593	PACC1	55248	ENSG00000065600
HGNC:50552	PACERR	103752588	ENSG00000273129
HGNC:19152	PACRG	135138	ENSG00000112530
HGNC:27772	PACRG-AS1	285796	ENSG00000281692
HGNC:40871	PACRG-AS2	101929239	ENSG00000225437
HGNC:52053	PACRG-AS3	729658	ENSG00000225683
HGNC:28442	PACRGL	133015	ENSG00000163138
HGNC:30032	PACS1	55690	ENSG00000175115
HGNC:23794	PACS2	23241	ENSG00000179364
HGNC:8570	PACSIN1		ENSG00000124507
HGNC:8571	PACSIN2	11252	ENSG00000100266
HGNC:8572	PACSIN3	29763	ENSG00000165912
HGNC:18367	PADI1	29943	ENSG00000142623
HGNC:18341	PADI2	11240	ENSG00000117115
HGNC:18337	PADI3	51702	ENSG00000142619
HGNC:18368	PADI4	23569	ENSG00000159339
HGNC:18342	PADI5		
HGNC:20449	PADI6	353238	ENSG00000276747
HGNC:8573	PAEP	5047	ENSG00000122133
HGNC:49600	PAEPP1	138159	ENSG00000224045
HGNC:25459	PAF1	54623	ENSG00000006712
HGNC:8574	PAFAH1B1	5048	ENSG00000007168
HGNC:8577	PAFAH1B1P1	7845	ENSG00000214354
HGNC:8578	PAFAH1B1P2	27002	ENSG00000223973
HGNC:8575	PAFAH1B2	5049	ENSG00000168092
HGNC:54905	PAFAH1B2P1	139957	ENSG00000214111
HGNC:54906	PAFAH1B2P2	643711	ENSG00000257501
HGNC:8576	PAFAH1B3	5050	ENSG00000079462
HGNC:8579	PAFAH2	5051	ENSG00000158006
HGNC:30043	PAG1	55824	ENSG00000076641
HGNC:8580	PAGA		
HGNC:8581	PAGB		
HGNC:4107	PAGE1	8712	ENSG00000068985
HGNC:31804	PAGE2	203569	ENSG00000234068
HGNC:31805	PAGE2B	389860	ENSG00000238269
HGNC:4110	PAGE3	139793	ENSG00000204279
HGNC:4108	PAGE4	9506	ENSG00000101951
HGNC:29992	PAGE5	90737	ENSG00000158639
HGNC:28707	PAGR1	79447	ENSG00000280789
HGNC:8582	PAH	5053	ENSG00000171759
HGNC:14225	PAI1		
HGNC:13896	PAI2		
HGNC:8587	PAICS	10606	ENSG00000128050
HGNC:8588	PAICSP1	780814	ENSG00000226055
HGNC:8589	PAICSP2	780815	ENSG00000228595
HGNC:38096	PAICSP3	780810	ENSG00000226840
HGNC:38097	PAICSP4	780813	ENSG00000254244
HGNC:38098	PAICSP5	780811	ENSG00000229877
HGNC:38099	PAICSP6	780812	ENSG00000241136
HGNC:38100	PAICSP7	780816	ENSG00000232293
HGNC:16945	PAIP1	10605	ENSG00000172239
HGNC:18240	PAIP1P1	100421582	ENSG00000233892
HGNC:17970	PAIP2	51247	ENSG00000120727
HGNC:29200	PAIP2B	400961	ENSG00000124374
HGNC:8590	PAK1	5058	ENSG00000149269
HGNC:20882	PAK1IP1	55003	ENSG00000111845
HGNC:8591	PAK2	5062	ENSG00000180370
HGNC:8592	PAK3	5063	ENSG00000077264
HGNC:16059	PAK4	10298	ENSG00000130669
HGNC:15916	PAK5	57144	ENSG00000101349
HGNC:16061	PAK6	56924	ENSG00000137843
HGNC:8593	PALB		
HGNC:26144	PALB2	79728	ENSG00000083093
HGNC:23530	PALD1	27143	ENSG00000107719
HGNC:17068	PALLD	23022	ENSG00000129116
HGNC:40789	PALLD-AS1	107986199	ENSG00000249623
HGNC:8594	PALM	5064	ENSG00000099864
HGNC:15845	PALM2		
HGNC:33529	PALM2AKAP2	445815	ENSG00000157654
HGNC:33274	PALM3	342979	ENSG00000187867
HGNC:15846	PALMD	54873	ENSG00000099260
HGNC:8595	PALS		
HGNC:8596	PAM	5066	ENSG00000145730
HGNC:29679	PAM16	51025	ENSG00000217930
HGNC:24554	PAMR1	25891	ENSG00000149090
HGNC:20074	PAN2	9924	ENSG00000135473
HGNC:29991	PAN3	255967	ENSG00000152520
HGNC:39932	PAN3-AS1	100288730	ENSG00000261485
HGNC:52282	PANCR	110231149	ENSG00000250103
HGNC:44048	PANDAR	101154753	ENSG00000281450
HGNC:8597	PANG		
HGNC:8598	PANK1	53354	ENSG00000152782
HGNC:15894	PANK2	80025	ENSG00000125779
HGNC:40732	PANK2-AS1	107985395	ENSG00000229539
HGNC:19365	PANK3	79646	ENSG00000120137
HGNC:19366	PANK4	55229	ENSG00000157881
HGNC:51237	PANO1	101927423	ENSG00000274897
HGNC:49513	PANTR1	100506421	ENSG00000233639
HGNC:8599	PANX1	24145	ENSG00000110218
HGNC:8600	PANX2	56666	ENSG00000073150
HGNC:20573	PANX3	116337	ENSG00000154143
HGNC:20837	PAOX	196743	ENSG00000148832
HGNC:19262	PAPLN	89932	ENSG00000100767
HGNC:14981	PAPOLA	10914	ENSG00000090060
HGNC:55380	PAPOLA-DT	730202	ENSG00000260806
HGNC:15970	PAPOLB	56903	ENSG00000218823
HGNC:14982	PAPOLG	64895	ENSG00000115421
HGNC:8602	PAPPA	5069	ENSG00000182752
HGNC:35152	PAPPA-AS1	493913	ENSG00000256040
HGNC:35160	PAPPA-AS2		ENSG00000226604
HGNC:14615	PAPPA2	60676	ENSG00000116183
HGNC:8603	PAPSS1	9061	ENSG00000138801
HGNC:8604	PAPSS2	9060	ENSG00000198682
HGNC:30130	PAQR3	152559	ENSG00000163291
HGNC:26386	PAQR4	124222	ENSG00000162073
HGNC:29645	PAQR5	54852	ENSG00000137819
HGNC:55353	PAQR5-DT	102723548	ENSG00000261634
HGNC:30132	PAQR6	79957	ENSG00000160781
HGNC:23146	PAQR7	164091	ENSG00000182749
HGNC:15708	PAQR8	85315	ENSG00000170915
HGNC:30131	PAQR9	344838	ENSG00000188582
HGNC:50861	PAQR9-AS1	101927832	ENSG00000241570
HGNC:53772	PARAL1	101929371	ENSG00000243961
HGNC:16051	PARD3	56288	ENSG00000148498
HGNC:44964	PARD3-AS1	100505601	ENSG00000226386
HGNC:14446	PARD3B	117583	ENSG00000116117
HGNC:15943	PARD6A	50855	ENSG00000102981
HGNC:16245	PARD6B	84612	ENSG00000124171
HGNC:55087	PARD6BP1	100422369	ENSG00000237025
HGNC:16076	PARD6G	84552	ENSG00000178184
HGNC:44109	PARD6G-AS1	100130522	
HGNC:8605	PARG	8505	ENSG00000227345
HGNC:45008	PARGP1	728407	ENSG00000239883
HGNC:8606	PARK1		
HGNC:8608	PARK3		
HGNC:13794	PARK4		
HGNC:13832	PARK5		
HGNC:13873	PARK6		
HGNC:16369	PARK7	11315	ENSG00000116288
HGNC:55066	PARK7P1	100422296	ENSG00000257243
HGNC:55067	PARK7P2	100422232	ENSG00000237631
HGNC:16368	PARK8		
HGNC:17832	PARK9		
HGNC:17833	PARK10		
HGNC:17963	PARK11		
HGNC:34510	PARK12		
HGNC:37450	PARK16		
HGNC:18253	PARL	55486	ENSG00000175193
HGNC:24536	PARM1	25849	ENSG00000169116
HGNC:41051	PARM1-AS1	100507388	ENSG00000249717
HGNC:8609	PARN	5073	ENSG00000140694
HGNC:270	PARP1	142	ENSG00000143799
HGNC:275	PARP1P1	144	ENSG00000227105
HGNC:276	PARP1P2	145	ENSG00000258995
HGNC:272	PARP2	10038	ENSG00000129484
HGNC:273	PARP3	10039	ENSG00000041880
HGNC:271	PARP4	143	ENSG00000102699
HGNC:42806	PARP4-AS1		
HGNC:18500	PARP4P1	347613	ENSG00000237917
HGNC:37760	PARP4P2	645771	ENSG00000224976
HGNC:274	PARP4P3		ENSG00000249263
HGNC:26921	PARP6	56965	ENSG00000137817
HGNC:26124	PARP8	79668	ENSG00000151883
HGNC:24118	PARP9	83666	ENSG00000138496
HGNC:25895	PARP10	84875	ENSG00000178685
HGNC:1186	PARP11	57097	ENSG00000111224
HGNC:40103	PARP11-AS1	105369609	ENSG00000256862
HGNC:21919	PARP12	64761	ENSG00000059378
HGNC:29232	PARP14	54625	ENSG00000173193
HGNC:26876	PARP15	165631	ENSG00000173200
HGNC:26040	PARP16	54956	ENSG00000138617
HGNC:26074	PARPBP	55010	ENSG00000185480
HGNC:30563	PARS2	25973	ENSG00000162396
HGNC:17263	PART1	25859	ENSG00000152931
HGNC:50886	PARTICL	100630918	
HGNC:14652	PARVA	55742	ENSG00000197702
HGNC:14653	PARVB	29780	ENSG00000188677
HGNC:14654	PARVG	64098	ENSG00000138964
HGNC:20686	PASD1	139135	ENSG00000166049
HGNC:17270	PASK	23178	ENSG00000115687
HGNC:8610	PAST1		
HGNC:8611	PAST2		
HGNC:8612	PAST3		
HGNC:8613	PAST4		
HGNC:24664	PATE1	160065	ENSG00000171053
HGNC:32249	PATE2	399967	ENSG00000196844
HGNC:35426	PATE3	100169851	ENSG00000236027
HGNC:35427	PATE4	399968	ENSG00000237353
HGNC:28881	PATJ	10207	ENSG00000132849
HGNC:55256	PATJ-DT		ENSG00000271200
HGNC:26721	PATL1	219988	ENSG00000166889
HGNC:33630	PATL2	197135	ENSG00000229474
HGNC:13071	PATZ1	23598	ENSG00000100105
HGNC:49670	PAUPAR	103157000	ENSG00000281880
HGNC:8614	PAWR	5074	ENSG00000177425
HGNC:45201	PAWRP1	100420526	ENSG00000225533
HGNC:45202	PAWRP2	100420535	
HGNC:8615	PAX1	5075	ENSG00000125813
HGNC:8616	PAX2	5076	ENSG00000075891
HGNC:8617	PAX3	5077	ENSG00000135903
HGNC:8618	PAX4	5078	ENSG00000106331
HGNC:8619	PAX5	5079	ENSG00000196092
HGNC:8620	PAX6	5080	ENSG00000007372
HGNC:53448	PAX6-AS1	440034	
HGNC:8621	PAX7	5081	ENSG00000009709
HGNC:8622	PAX8	7849	ENSG00000125618
HGNC:49271	PAX8-AS1	654433	ENSG00000189223
HGNC:8623	PAX9	5083	ENSG00000198807
HGNC:13579	PAXBP1	94104	ENSG00000159086
HGNC:39603	PAXBP1-AS1	100506215	ENSG00000238197
HGNC:50352	PAXBP1P1		ENSG00000233489
HGNC:8624	PAXIP1	22976	ENSG00000157212
HGNC:48958	PAXIP1-AS2	100132707	ENSG00000214106
HGNC:27328	PAXIP1-DT	202781	
HGNC:27849	PAXX	286257	ENSG00000148362
HGNC:8625	PBCRA1		
HGNC:28790	PBDC1	51260	ENSG00000102390
HGNC:8626	PBDX		
HGNC:8627	PBG1		
HGNC:8628	PBGD		
HGNC:18282	PBK	55872	ENSG00000168078
HGNC:23301	PBLD	64081	ENSG00000108187
HGNC:8629	PBM1		
HGNC:21079	PBOV1	59351	ENSG00000254440
HGNC:30064	PBRM1	55193	ENSG00000163939
HGNC:8631	PBT		
HGNC:8632	PBX1	5087	ENSG00000185630
HGNC:40425	PBX1-AS1	100505795	ENSG00000233693
HGNC:8633	PBX2	5089	ENSG00000204304
HGNC:8635	PBX2P1	5088	ENSG00000244171
HGNC:8634	PBX3	5090	ENSG00000167081
HGNC:13403	PBX4	80714	ENSG00000105717
HGNC:21199	PBXIP1	57326	ENSG00000163346
HGNC:8636	PC	5091	ENSG00000173599
HGNC:8637	PCA3	50652	ENSG00000225937
HGNC:8639	PCANAP1		
HGNC:8640	PCANAP2		
HGNC:8641	PCANAP5		
HGNC:8643	PCANAP7		
HGNC:8644	PCANAP8		
HGNC:8645	PCAP		
HGNC:34383	PCARE	388939	ENSG00000179270
HGNC:43022	PCAT1	100750225	ENSG00000253438
HGNC:45089	PCAT2	103164619	ENSG00000253264
HGNC:24853	PCAT4	118425	ENSG00000251321
HGNC:48665	PCAT5	102578074	ENSG00000280719
HGNC:43714	PCAT6	100506696	ENSG00000228288
HGNC:48824	PCAT7	101928099	ENSG00000231806
HGNC:48977	PCAT14	101978785	ENSG00000280623
HGNC:49211	PCAT18	728606	ENSG00000265369
HGNC:49593	PCAT19	100505495	ENSG00000267107
HGNC:50895	PCAT29	104472713	
HGNC:8646	PCBD1	5092	ENSG00000166228
HGNC:24474	PCBD2	84105	ENSG00000132570
HGNC:8647	PCBP1	5093	ENSG00000169564
HGNC:42948	PCBP1-AS1	400960	ENSG00000179818
HGNC:8648	PCBP2	5094	ENSG00000197111
HGNC:49150	PCBP2-OT1	102157401	ENSG00000282977
HGNC:8649	PCBP2P1	101060045	ENSG00000235701
HGNC:8650	PCBP2P2	286157	ENSG00000253341
HGNC:39032	PCBP2P3	100131236	ENSG00000248826
HGNC:8651	PCBP3	54039	ENSG00000183570
HGNC:40426	PCBP3-AS1	100129027	ENSG00000205424
HGNC:33548	PCBP3-OT1		
HGNC:8652	PCBP4	57060	ENSG00000090097
HGNC:8653	PCCA	5095	ENSG00000175198
HGNC:39901	PCCA-AS1		ENSG00000234650
HGNC:53266	PCCA-DT	105370333	ENSG00000274605
HGNC:8654	PCCB	5096	ENSG00000114054
HGNC:8655	PCDH1	5097	ENSG00000156453
HGNC:8658	PCDH2		
HGNC:8659	PCDH7	5099	ENSG00000169851
HGNC:8660	PCDH8	5100	ENSG00000136099
HGNC:39937	PCDH8P1	100133285	ENSG00000225510
HGNC:8661	PCDH9	5101	ENSG00000184226
HGNC:39897	PCDH9-AS1		ENSG00000234527
HGNC:39896	PCDH9-AS2		ENSG00000228842
HGNC:40427	PCDH9-AS3		ENSG00000225263
HGNC:40428	PCDH9-AS4		ENSG00000233840
HGNC:13404	PCDH10	57575	ENSG00000138650
HGNC:8656	PCDH11X	27328	ENSG00000102290
HGNC:15813	PCDH11Y	83259	ENSG00000099715
HGNC:8657	PCDH12	51294	ENSG00000113555
HGNC:14674	PCDH15	65217	ENSG00000150275
HGNC:14267	PCDH17	27253	ENSG00000118946
HGNC:14268	PCDH18	54510	ENSG00000189184
HGNC:14270	PCDH19	57526	ENSG00000165194
HGNC:14257	PCDH20	64881	ENSG00000280165
HGNC:23110	PCDH23		
HGNC:8662	PCDHA@	56117	
HGNC:8663	PCDHA1	56147	ENSG00000204970
HGNC:8668	PCDHA2	56146	ENSG00000204969
HGNC:8669	PCDHA3	56145	ENSG00000255408
HGNC:8670	PCDHA4	56144	ENSG00000204967
HGNC:8671	PCDHA5	56143	ENSG00000204965
HGNC:8672	PCDHA6	56142	ENSG00000081842
HGNC:8673	PCDHA7	56141	ENSG00000204963
HGNC:8674	PCDHA8	56140	ENSG00000204962
HGNC:8675	PCDHA9	9752	ENSG00000204961
HGNC:8664	PCDHA10	56139	ENSG00000250120
HGNC:8665	PCDHA11	56138	ENSG00000249158
HGNC:8666	PCDHA12	56137	ENSG00000251664
HGNC:8667	PCDHA13	56136	ENSG00000239389
HGNC:2163	PCDHA14	26307	ENSG00000249504
HGNC:8676	PCDHAC1	56135	ENSG00000248383
HGNC:8677	PCDHAC2	56134	ENSG00000243232
HGNC:8678	PCDHACT	56119	
HGNC:8679	PCDHB@	56116	
HGNC:8680	PCDHB1	29930	ENSG00000171815
HGNC:8687	PCDHB2	56133	ENSG00000112852
HGNC:8688	PCDHB3	56132	ENSG00000113205
HGNC:8689	PCDHB4	56131	ENSG00000081818
HGNC:8690	PCDHB5	26167	ENSG00000113209
HGNC:8691	PCDHB6	56130	ENSG00000113211
HGNC:8692	PCDHB7	56129	ENSG00000113212
HGNC:8693	PCDHB8	56128	ENSG00000120322
HGNC:8694	PCDHB9	56127	ENSG00000177839
HGNC:8681	PCDHB10	56126	ENSG00000120324
HGNC:8682	PCDHB11	56125	ENSG00000197479
HGNC:8683	PCDHB12	56124	ENSG00000120328
HGNC:8684	PCDHB13	56123	ENSG00000187372
HGNC:8685	PCDHB14	56122	ENSG00000120327
HGNC:8686	PCDHB15	56121	ENSG00000113248
HGNC:14546	PCDHB16	57717	ENSG00000272674
HGNC:14547	PCDHB17P	54661	ENSG00000255622
HGNC:14548	PCDHB18P	54660	ENSG00000146001
HGNC:14549	PCDHB19P	84054	ENSG00000262096
HGNC:8695	PCDHG@		
HGNC:8696	PCDHGA1	56114	
HGNC:8700	PCDHGA2	56113	ENSG00000081853
HGNC:8701	PCDHGA3	56112	ENSG00000254245
HGNC:8702	PCDHGA4	56111	
HGNC:8703	PCDHGA5	56110	
HGNC:8704	PCDHGA6	56109	
HGNC:8705	PCDHGA7	56108	
HGNC:8706	PCDHGA8	9708	ENSG00000253767
HGNC:8707	PCDHGA9	56107	
HGNC:8697	PCDHGA10	56106	ENSG00000253846
HGNC:8698	PCDHGA11	56105	ENSG00000253873
HGNC:8699	PCDHGA12	26025	ENSG00000253159
HGNC:8708	PCDHGB1	56104	ENSG00000254221
HGNC:8709	PCDHGB2	56103	
HGNC:8710	PCDHGB3	56102	
HGNC:8711	PCDHGB4	8641	
HGNC:8712	PCDHGB5	56101	
HGNC:8713	PCDHGB6	56100	
HGNC:8714	PCDHGB7	56099	ENSG00000254122
HGNC:8715	PCDHGB8P	56120	ENSG00000248449
HGNC:15688	PCDHGB9P	84055	ENSG00000276545
HGNC:8716	PCDHGC3	5098	ENSG00000240184
HGNC:8717	PCDHGC4	56098	ENSG00000242419
HGNC:8718	PCDHGC5	56097	ENSG00000240764
HGNC:8719	PCDHGCT	56118	
HGNC:16212	PCED1A	64773	ENSG00000132635
HGNC:28255	PCED1B	91523	ENSG00000179715
HGNC:44166	PCED1B-AS1	100233209	ENSG00000247774
HGNC:44083	PCED1CP	646249	ENSG00000231254
HGNC:30097	PCF11	51585	ENSG00000165494
HGNC:52263	PCF11-AS1		ENSG00000269939
HGNC:30145	PCGEM1	64002	ENSG00000227418
HGNC:17615	PCGF1	84759	ENSG00000115289
HGNC:12929	PCGF2	7703	ENSG00000277258
HGNC:10066	PCGF3	10336	ENSG00000185619
HGNC:28264	PCGF5	84333	ENSG00000180628
HGNC:21156	PCGF6	84108	ENSG00000156374
HGNC:30341	PCGF7P	253272	ENSG00000268140
HGNC:8720	PCH1		
HGNC:8721	PCH2		
HGNC:8722	PCHC1		
HGNC:13878	PCI		
HGNC:25653	PCID2	55795	ENSG00000126226
HGNC:16200	PCIF1	63935	ENSG00000100982
HGNC:8724	PCK1	5105	ENSG00000124253
HGNC:8725	PCK2	5106	ENSG00000100889
HGNC:28961	PCLAF	9768	ENSG00000166803
HGNC:8726	PCLD		
HGNC:13406	PCLO	27445	ENSG00000186472
HGNC:8727	PCM1	5108	ENSG00000078674
HGNC:8728	PCMT1	5110	ENSG00000120265
HGNC:30483	PCMTD1	115294	ENSG00000168300
HGNC:38804	PCMTD1P1	100874520	ENSG00000226061
HGNC:38805	PCMTD1P2	100287647	ENSG00000260087
HGNC:38806	PCMTD1P3	100422595	ENSG00000234800
HGNC:51748	PCMTD1P4		
HGNC:51749	PCMTD1P5		
HGNC:51750	PCMTD1P6		
HGNC:51751	PCMTD1P7	107080553	ENSG00000282949
HGNC:51752	PCMTD1P8		
HGNC:15882	PCMTD2	55251	ENSG00000203880
HGNC:8729	PCNA	5111	ENSG00000132646
HGNC:37184	PCNA-AS1	100302739	
HGNC:8730	PCNAL		
HGNC:8731	PCNAP		
HGNC:8732	PCNAP1	359806	ENSG00000249065
HGNC:8733	PCNAP2	359805	
HGNC:43736	PCNAP3	392454	ENSG00000214009
HGNC:43737	PCNAP4	390102	ENSG00000254544
HGNC:30023	PCNP	57092	ENSG00000081154
HGNC:32440	PCNPP1	654427	ENSG00000258359
HGNC:41974	PCNPP2	100128911	ENSG00000225856
HGNC:41975	PCNPP3	729298	ENSG00000213344
HGNC:41976	PCNPP4		ENSG00000237089
HGNC:41977	PCNPP5	100507361	ENSG00000177197
HGNC:16068	PCNT	5116	ENSG00000160299
HGNC:32391	PCNT1		
HGNC:19740	PCNX1	22990	ENSG00000100731
HGNC:8736	PCNX2	80003	ENSG00000135749
HGNC:18760	PCNX3	399909	ENSG00000197136
HGNC:20349	PCNX4	64430	ENSG00000126773
HGNC:8735	PCNXL1		
HGNC:8737	PCOLC		
HGNC:8738	PCOLCE	5118	ENSG00000106333
HGNC:40430	PCOLCE-AS1	100129845	ENSG00000224729
HGNC:8739	PCOLCE2	26577	ENSG00000163710
HGNC:8741	PCOS1		
HGNC:39839	PCOTH	542767	ENSG00000205861
HGNC:39840	PCOTHP1	100287275	ENSG00000205850
HGNC:30209	PCP2	126006	ENSG00000174788
HGNC:8742	PCP4	5121	ENSG00000183036
HGNC:20448	PCP4L1	654790	ENSG00000248485
HGNC:13407	PCPH		
HGNC:54485	PCSEAT		ENSG00000286027
HGNC:8743	PCSK1	5122	ENSG00000175426
HGNC:17301	PCSK1N	27344	ENSG00000102109
HGNC:8744	PCSK2	5126	ENSG00000125851
HGNC:8745	PCSK3		
HGNC:8746	PCSK4	54760	ENSG00000115257
HGNC:8747	PCSK5	5125	ENSG00000099139
HGNC:8569	PCSK6	5046	ENSG00000140479
HGNC:51448	PCSK6-AS1		ENSG00000259764
HGNC:8748	PCSK7	9159	ENSG00000160613
HGNC:20001	PCSK9	255738	ENSG00000169174
HGNC:8752	PCTP	58488	ENSG00000141179
HGNC:20588	PCYOX1	51449	ENSG00000116005
HGNC:28477	PCYOX1L	78991	ENSG00000145882
HGNC:8753	PCYT1		
HGNC:8754	PCYT1A	5130	ENSG00000161217
HGNC:8755	PCYT1B	9468	ENSG00000102230
HGNC:40431	PCYT1B-AS1		ENSG00000236836
HGNC:8756	PCYT2	5833	ENSG00000185813
HGNC:14634	PDAP1	11333	ENSG00000106244
HGNC:8757	PDB1		
HGNC:8758	PDB2		
HGNC:16032	PDB3		
HGNC:16033	PDB4		
HGNC:17951	PDB5		
HGNC:17952	PDB6		
HGNC:8759	PDC	5132	ENSG00000116703
HGNC:40432	PDC-AS1	102724919	ENSG00000229739
HGNC:8760	PDCD1	5133	ENSG00000188389
HGNC:18731	PDCD1LG2	80380	ENSG00000197646
HGNC:8762	PDCD2	5134	ENSG00000071994
HGNC:28194	PDCD2L	84306	ENSG00000126249
HGNC:8763	PDCD4	27250	ENSG00000150593
HGNC:27425	PDCD4-AS1	282997	ENSG00000203497
HGNC:8764	PDCD5	9141	ENSG00000105185
HGNC:49885	PDCD5P1	100527946	ENSG00000255909
HGNC:49886	PDCD5P2	100527947	ENSG00000251107
